t1,f1.s11m,f1.s21m,f1.s11a,f1.s21a,t2,f2.s11m,f2.s21m,f2.s11a,f2.s21a
8.339,0,0,0,0,6.7489,0,1,0,1
8.3414,0,0,0,0,6.7508,0,1,0,1
8.3438,0,0,0,0,6.7527,0,1,0,1
8.3462,0,0,0,0,6.7546,0,1,0,1
8.3486,0,0,0,0,6.7566,0,1,0,1
8.351,0,0,0,0,6.7585,0,1,0,1
8.3534,0,0,0,0,6.7604,1,1,0,1
8.3557,0,0,0,0,6.7624,1,1,0,1
8.3581,0,0,0,0,6.7643,1,1,0,1
8.3605,0,0,0,0,6.7662,1,1,0,1
8.3629,0,0,0,0,6.7682,1,1,0,1
8.3653,0,0,0,0,6.7701,1,1,0,1
8.3677,0,0,0,0,6.772,1,1,0,1
8.3701,0,0,0,0,6.774,1,1,0,1
8.3725,0,0,0,0,6.7759,1,1,0,1
8.3748,0,0,0,0,6.7778,1,1,0,1
8.3772,0,0,0,0,6.7798,1,1,0,1
8.3796,0,0,0,0,6.7817,1,1,0,1
8.382,0,0,0,0,6.7836,1,1,0,1
8.3844,0,0,0,0,6.7856,1,1,0,1
8.3868,0,0,0,0,6.7875,1,1,0,1
8.3892,0,0,0,0,6.7894,1,1,0,1
8.3916,0,0,0,0,6.7914,1,1,0,1
8.3939,0,0,0,0,6.7933,1,1,0,1
8.3963,0,0,0,0,6.7952,1,1,0,1
8.3987,0,0,0,0,6.7972,1,1,0,1
8.4011,0,0,0,0,6.7991,1,1,0,1
8.4035,0,0,0,0,6.801,1,1,0,1
8.4059,0,0,0,0,6.8029,1,1,0,1
8.4083,0,0,0,0,6.8049,1,1,0,1
8.4107,0,0,0,0,6.8068,1,1,0,1
8.413,0,0,0,0,6.8087,1,1,0,1
8.4154,0,0,0,0,6.8107,1,1,0,1
8.4178,0,0,0,0,6.8126,1,1,0,1
8.4202,0,0,0,0,6.8145,1,1,0,1
8.4226,0,0,0,0,6.8165,1,1,0,1
8.425,0,0,0,0,6.8184,1,1,0,1
8.4274,0,0,0,0,6.8203,1,1,0,1
8.4297,0,0,0,0,6.8223,1,1,0,1
8.4321,0,0,0,0,6.8242,1,1,0,1
8.4345,0,0,0,0,6.8261,1,1,0,1
8.4369,0,0,0,0,6.8281,1,1,0,1
8.4393,0,0,0,0,6.83,1,1,0,1
8.4417,0,0,0,0,6.8319,1,1,0,1
8.4441,0,0,0,0,6.8339,1,1,0,1
8.4465,0,0,0,0,6.8358,1,1,0,1
8.4488,0,0,0,0,6.8377,1,1,0,1
8.4512,0,0,0,0,6.8397,1,1,0,1
8.4536,0,0,0,0,6.8416,1,1,0,1
8.456,0,0,0,0,6.8435,1,1,0,1
8.4584,0,0,0,0,6.8455,1,1,0,1
8.4608,0,0,0,0,6.8474,1,1,0,1
8.4632,0,0,0,0,6.8493,0,1,0,1
8.4656,0,0,0,0,6.8513,0,1,0,1
8.4679,0,0,0,0,6.8532,0,1,0,1
8.4703,0,0,0,0,6.8551,0,1,0,1
8.4727,0,0,0,0,6.857,0,1,0,1
8.4751,0,0,0,0,6.859,0,1,0,1
8.4775,0,0,0,0,6.8609,0,1,0,1
8.4799,0,0,0,0,6.8628,0,1,0,1
8.4823,0,0,0,0,6.8648,0,1,0,1
8.4847,0,0,0,0,6.8667,0,1,0,1
8.487,0,0,0,0,6.8686,0,1,0,1
8.4894,0,0,0,0,6.8706,0,1,0,1
8.4918,0,0,0,0,6.8725,0,1,0,1
8.4942,0,0,0,0,6.8744,0,1,0,1
8.4966,0,0,0,0,6.8764,0,1,0,1
8.499,0,0,0,0,6.8783,0,1,0,1
8.5014,0,0,0,0,6.8802,0,1,0,1
8.5038,0,0,0,0,6.8822,0,0,0,1
8.5061,0,0,0,0,6.8841,0,0,0,1
8.5085,0,0,0,0,6.886,0,0,0,1
8.5109,0,0,0,0,6.888,0,0,0,1
8.5133,0,0,0,0,6.8899,0,0,0,1
8.5157,0,0,0,0,6.8918,0,0,0,0
8.5181,0,0,0,0,6.8938,0,0,0,0
8.5205,0,0,0,0,6.8957,0,0,0,0
8.5229,0,0,0,0,6.8976,0,0,0,0
8.5252,0,0,0,0,6.8996,0,0,0,0
8.5276,0,0,0,0,6.9015,0,0,0,0
8.53,0,0,0,0,6.9034,0,0,0,0
8.5324,0,0,0,0,6.9054,0,0,0,0
8.5348,0,0,0,0,6.9073,0,0,0,0
8.5372,0,0,0,0,6.9092,0,0,0,0
8.5396,0,0,0,0,6.9111,0,0,0,0
8.542,0,0,0,0,6.9131,0,0,0,0
8.5443,0,0,0,0,6.915,0,0,0,0
8.5467,0,0,0,0,6.9169,0,0,0,0
8.5491,0,0,0,0,6.9189,0,0,0,0
8.5515,0,0,0,0,6.9208,0,0,0,0
8.5539,0,0,0,0,6.9227,0,0,0,0
8.5563,0,0,0,0,6.9247,0,0,0,0
8.5587,0,0,0,0,6.9266,0,0,0,0
8.5611,0,0,0,0,6.9285,0,0,0,0
8.5634,0,0,0,0,6.9305,0,0,0,0
8.5658,0,0,0,0,6.9324,0,0,0,0
8.5682,0,0,0,0,6.9343,0,0,0,0
8.5706,0,0,0,0,6.9363,0,0,0,0
8.573,0,0,0,0,6.9382,0,0,0,0
8.5754,0,0,0,0,6.9401,0,0,0,0
8.5778,0,0,0,0,6.9421,0,0,0,0
8.5802,0,0,0,0,6.944,0,0,0,0
8.5825,0,0,0,0,6.9459,0,0,0,0
8.5849,0,0,0,0,6.9479,0,0,0,0
8.5873,0,0,0,0,6.9498,0,0,0,0
8.5897,0,0,0,0,6.9517,0,0,0,0
8.5921,0,0,0,0,6.9537,0,0,0,0
8.5945,0,0,0,0,6.9556,0,0,0,0
8.5969,0,0,0,0,6.9575,0,0,0,0
8.5993,0,0,0,0,6.9595,0,0,0,0
8.6016,0,0,0,0,6.9614,0,0,0,0
8.604,0,0,0,0,6.9633,0,0,0,0
8.6064,0,0,0,0,6.9652,0,0,0,0
8.6088,0,0,0,0,6.9672,0,0,0,0
8.6112,0,0,0,0,6.9691,0,0,0,0
8.6136,0,0,0,0,6.971,0,0,0,0
8.616,0,0,0,0,6.973,0,0,0,0
8.6184,0,0,0,0,6.9749,0,0,0,0
8.6207,0,0,0,0,6.9768,0,0,0,0
8.6231,0,0,0,0,6.9788,0,0,0,0
8.6255,0,0,0,0,6.9807,0,0,0,0
8.6279,0,0,0,0,6.9826,0,0,0,0
8.6303,0,0,0,0,6.9846,0,0,0,0
8.6327,0,0,0,0,6.9865,0,0,0,0
8.6351,0,0,0,0,6.9884,0,0,0,0
8.6374,0,0,0,0,6.9904,0,0,0,0
8.6398,0,0,0,0,6.9923,0,0,0,0
8.6422,0,0,0,0,6.9942,0,0,0,0
8.6446,0,0,0,0,6.9962,0,0,0,0
8.647,0,0,0,0,6.9981,0,0,0,0
8.6494,0,0,0,0,7,0,0,0,0
8.6518,0,0,0,0,7.002,0,0,0,0
8.6542,0,0,0,0,7.0039,0,0,0,0
8.6565,0,0,0,0,7.0058,0,0,0,0
8.6589,0,0,0,0,7.0078,0,0,0,0
8.6613,0,0,0,0,7.0097,0,0,0,0
8.6637,0,0,0,0,7.0116,0,0,0,0
8.6661,0,0,0,0,7.0135,0,0,0,0
8.6685,0,0,0,0,7.0155,0,0,0,0
8.6709,0,0,0,0,7.0174,0,0,0,0
8.6733,0,0,0,0,7.0193,0,0,0,0
8.6756,0,0,0,0,7.0213,0,0,0,0
8.678,0,0,0,0,7.0232,0,0,0,0
8.6804,0,0,0,0,7.0251,0,0,0,0
8.6828,0,0,0,0,7.0271,0,0,0,0
8.6852,0,0,0,0,7.029,0,0,0,0
8.6876,0,0,0,0,7.0309,0,0,0,0
8.69,0,0,0,0,7.0329,0,0,0,0
8.6924,0,0,0,0,7.0348,0,0,0,0
8.6947,0,0,0,0,7.0367,0,0,0,0
8.6971,0,0,0,0,7.0387,0,0,0,0
8.6995,0,0,0,0,7.0406,0,0,0,0
8.7019,0,0,0,0,7.0425,0,0,0,0
8.7043,0,0,0,0,7.0445,0,0,0,0
8.7067,0,0,0,0,7.0464,0,0,0,0
8.7091,0,0,0,0,7.0483,0,0,0,0
8.7115,0,0,0,0,7.0503,0,0,0,0
8.7138,0,0,0,0,7.0522,0,0,0,0
8.7162,0,0,0,0,7.0541,0,0,0,0
8.7186,0,0,0,0,7.0561,0,0,0,0
8.721,0,0,0,0,7.058,0,0,0,0
8.7234,0,0,0,0,7.0599,0,0,0,0
8.7258,0,0,0,0,7.0619,0,0,0,0
8.7282,0,0,0,0,7.0638,0,0,0,0
8.7306,0,0,0,0,7.0657,0,0,0,0
8.7329,0,0,0,0,7.0676,0,0,0,0
8.7353,0,0,0,0,7.0696,0,0,0,0
8.7377,0,0,0,0,7.0715,0,0,0,0
8.7401,0,0,0,0,7.0734,0,0,0,0
8.7425,0,0,0,0,7.0754,0,0,0,0
8.7449,0,0,0,0,7.0773,0,0,0,0
8.7473,0,0,0,0,7.0792,0,0,0,0
8.7497,0,0,0,0,7.0812,0,0,0,0
8.752,0,0,0,0,7.0831,0,0,0,0
8.7544,0,0,0,0,7.085,0,0,0,0
8.7568,0,0,0,0,7.087,0,0,0,0
8.7592,0,0,0,0,7.0889,0,0,0,0
8.7616,0,0,0,0,7.0908,0,0,0,0
8.764,0,0,0,0,7.0928,0,0,0,0
8.7664,0,0,0,0,7.0947,0,0,0,0
8.7688,0,0,0,0,7.0966,0,0,0,0
8.7711,0,0,0,0,7.0986,0,0,0,0
8.7735,0,0,0,0,7.1005,0,0,0,0
8.7759,0,0,0,0,7.1024,0,0,0,0
8.7783,0,0,0,0,7.1044,0,0,0,0
8.7807,0,0,0,0,7.1063,0,0,0,0
8.7831,0,0,0,0,7.1082,0,0,0,0
8.7855,0,0,0,0,7.1102,0,0,0,0
8.7879,0,0,0,0,7.1121,0,0,0,0
8.7902,0,0,0,0,7.114,0,0,0,0
8.7926,0,0,0,0,7.116,0,0,0,0
8.795,0,0,0,0,7.1179,0,0,0,0
8.7974,0,0,0,0,7.1198,0,0,0,0
8.7998,0,0,0,0,7.1217,0,0,0,0
8.8022,0,0,0,0,7.1237,0,0,0,0
8.8046,0,0,0,0,7.1256,0,0,0,0
8.807,0,0,0,0,7.1275,0,0,0,0
8.8093,0,0,0,0,7.1295,0,0,0,0
8.8117,0,0,0,0,7.1314,0,0,0,0
8.8141,0,0,0,0,7.1333,0,0,0,0
8.8165,0,0,0,0,7.1353,0,0,0,0
8.8189,0,0,0,0,7.1372,0,0,0,0
8.8213,0,0,0,0,7.1391,0,0,0,0
8.8237,0,0,0,0,7.1411,0,0,0,0
8.8261,0,0,0,0,7.143,0,0,0,0
8.8284,0,0,0,0,7.1449,0,0,0,0
8.8308,0,0,0,0,7.1469,0,0,0,0
8.8332,0,0,0,0,7.1488,0,0,0,0
8.8356,0,0,0,0,7.1507,0,0,0,0
8.838,0,0,0,0,7.1527,0,0,0,0
8.8404,0,0,0,0,7.1546,0,0,0,0
8.8428,0,0,0,0,7.1565,0,0,0,0
8.8451,0,0,0,0,7.1585,0,0,0,0
8.8475,0,0,0,0,7.1604,0,0,0,0
8.8499,0,0,0,0,7.1623,0,0,0,0
8.8523,0,0,0,0,7.1643,0,0,0,0
8.8547,0,0,0,0,7.1662,0,0,0,0
8.8571,0,0,0,0,7.1681,0,0,0,0
8.8595,0,0,0,0,7.1701,0,0,0,0
8.8619,0,0,0,0,7.172,0,0,0,0
8.8642,0,0,0,0,7.1739,0,0,0,0
8.8666,0,0,0,0,7.1758,0,0,0,0
8.869,0,0,0,0,7.1778,0,0,0,0
8.8714,0,0,0,0,7.1797,0,0,0,0
8.8738,0,0,0,0,7.1816,0,0,0,0
8.8762,0,0,0,0,7.1836,0,0,0,0
8.8786,0,0,0,0,7.1855,0,0,0,0
8.881,0,0,0,0,7.1874,0,0,0,0
8.8833,0,0,0,0,7.1894,0,0,0,0
8.8857,0,0,0,0,7.1913,0,0,0,0
8.8881,0,0,0,0,7.1932,0,0,0,0
8.8905,0,0,0,0,7.1952,0,0,0,0
8.8929,0,0,0,0,7.1971,0,0,0,0
8.8953,0,0,0,0,7.199,0,0,0,0
8.8977,0,0,0,0,7.201,0,0,0,0
8.9001,0,0,0,0,7.2029,0,0,0,0
8.9024,0,0,0,0,7.2048,0,0,0,0
8.9048,0,0,0,0,7.2068,0,0,0,0
8.9072,0,0,0,0,7.2087,0,0,0,0
8.9096,0,0,0,0,7.2106,0,0,0,0
8.912,0,0,0,0,7.2126,0,0,0,0
8.9144,0,0,0,0,7.2145,0,0,0,0
8.9168,0,0,0,0,7.2164,0,0,0,0
8.9192,0,0,0,0,7.2184,0,0,0,0
8.9215,0,0,0,0,7.2203,0,0,0,0
8.9239,0,0,0,0,7.2222,0,0,0,0
8.9263,0,0,0,0,7.2241,0,0,0,0
8.9287,0,0,0,0,7.2261,0,0,0,0
8.9311,0,0,0,0,7.228,0,0,0,0
8.9335,0,0,0,0,7.2299,0,0,0,0
8.9359,0,0,0,0,7.2319,0,0,0,0
8.9383,0,0,0,0,7.2338,0,0,0,0
8.9406,0,0,0,0,7.2357,0,0,0,0
8.943,0,0,0,0,7.2377,0,0,0,0
8.9454,0,0,0,0,7.2396,0,0,0,0
8.9478,0,0,0,0,7.2415,0,0,0,0
8.9502,0,0,0,0,7.2435,0,0,0,0
8.9526,0,0,0,0,7.2454,0,0,0,0
8.955,0,0,0,0,7.2473,0,0,0,0
8.9574,0,0,0,0,7.2493,0,0,0,0
8.9597,0,0,0,0,7.2512,0,0,0,0
8.9621,0,0,0,0,7.2531,0,0,0,0
8.9645,0,0,0,0,7.2551,0,0,0,0
8.9669,0,0,0,0,7.257,0,0,0,0
8.9693,0,0,0,0,7.2589,0,0,0,0
8.9717,0,0,0,0,7.2609,0,0,0,0
8.9741,0,0,0,0,7.2628,0,0,0,0
8.9765,0,0,0,0,7.2647,0,0,0,0
8.9788,0,0,0,0,7.2667,0,0,0,0
8.9812,0,0,0,0,7.2686,0,0,0,0
8.9836,0,0,0,0,7.2705,0,0,0,0
8.986,0,0,0,0,7.2725,0,0,0,0
8.9884,0,0,0,0,7.2744,0,0,0,0
8.9908,0,0,0,0,7.2763,0,0,0,0
8.9932,0,0,0,0,7.2782,0,0,0,0
8.9956,0,0,0,0,7.2802,0,0,0,0
8.9979,0,0,0,0,7.2821,0,0,0,0
9.0003,0,0,0,0,7.284,0,0,0,0
9.0027,0,0,0,0,7.286,0,0,0,0
9.0051,0,0,0,0,7.2879,0,0,0,0
9.0075,0,0,0,0,7.2898,0,0,0,0
9.0099,0,0,0,0,7.2918,0,0,0,0
9.0123,0,0,0,0,7.2937,0,0,0,0
9.0147,0,0,0,0,7.2956,0,0,0,0
9.017,0,0,0,0,7.2976,0,0,0,0
9.0194,0,0,0,0,7.2995,0,0,0,0
9.0218,0,0,0,0,7.3014,0,0,0,0
9.0242,0,0,0,0,7.3034,0,0,0,0
9.0266,0,0,0,0,7.3053,0,0,0,0
9.029,0,0,0,0,7.3072,0,0,0,0
9.0314,0,0,0,0,7.3092,0,0,0,0
9.0338,0,0,0,0,7.3111,0,0,0,0
9.0361,0,0,0,0,7.313,0,0,0,0
9.0385,0,0,0,0,7.315,0,0,0,0
9.0409,0,0,0,0,7.3169,0,0,0,0
9.0433,0,0,0,0,7.3188,0,0,0,0
9.0457,0,0,0,0,7.3208,0,0,0,0
9.0481,0,0,0,0,7.3227,0,0,0,0
9.0505,0,0,0,0,7.3246,0,0,0,0
9.0528,0,0,0,0,7.3266,0,0,0,0
9.0552,0,0,0,0,7.3285,0,0,0,0
9.0576,0,0,0,0,7.3304,0,0,0,0
9.06,0,0,0,0,7.3323,0,0,0,0
9.0624,0,0,0,0,7.3343,0,0,0,0
9.0648,0,0,0,0,7.3362,0,0,0,0
9.0672,0,0,0,0,7.3381,0,0,0,0
9.0696,0,0,0,0,7.3401,0,0,0,0
9.0719,0,0,0,0,7.342,0,0,0,0
9.0743,0,0,0,0,7.3439,0,0,0,0
9.0767,0,0,0,0,7.3459,0,0,0,0
9.0791,0,0,0,0,7.3478,0,0,0,0
9.0815,0,0,0,0,7.3497,0,0,0,0
9.0839,0,0,0,0,7.3517,0,0,0,0
9.0863,0,0,0,0,7.3536,0,0,0,0
9.0887,0,0,0,0,7.3555,0,0,0,0
9.091,0,0,0,0,7.3575,0,0,0,0
9.0934,0,0,0,0,7.3594,0,0,0,0
9.0958,0,0,0,0,7.3613,0,0,0,0
9.0982,0,0,0,0,7.3633,0,0,0,0
9.1006,0,0,0,0,7.3652,0,0,0,0
9.103,0,0,0,0,7.3671,0,0,0,0
9.1054,0,0,0,0,7.3691,0,0,0,0
9.1078,0,0,0,0,7.371,0,0,0,0
9.1101,0,0,0,0,7.3729,0,0,0,0
9.1125,0,0,0,0,7.3749,0,0,0,0
9.1149,0,0,0,0,7.3768,0,0,0,0
9.1173,0,0,0,0,7.3787,0,0,0,0
9.1197,0,0,0,0,7.3807,0,0,0,0
9.1221,0,0,0,0,7.3826,0,0,0,0
9.1245,0,0,0,0,7.3845,0,0,0,0
9.1269,0,0,0,0,7.3864,0,0,0,0
9.1292,0,0,0,0,7.3884,0,0,0,0
9.1316,0,0,0,0,7.3903,0,0,0,0
9.134,0,0,0,0,7.3922,0,0,0,0
9.1364,0,0,0,0,7.3942,0,0,0,0
9.1388,0,0,0,0,7.3961,0,0,0,0
9.1412,0,0,0,0,7.398,0,0,0,0
9.1436,0,0,0,0,7.4,0,0,0,0
9.146,0,0,0,0,7.4019,0,0,0,0
9.1483,0,0,0,0,7.4038,0,0,0,0
9.1507,0,0,0,0,7.4058,0,0,0,0
9.1531,0,0,0,0,7.4077,0,0,0,0
9.1555,0,0,0,0,7.4096,0,0,0,0
9.1579,0,0,0,0,7.4116,0,0,0,0
9.1603,0,0,0,0,7.4135,0,0,0,0
9.1627,0,0,0,0,7.4154,0,0,0,0
9.1651,0,0,0,0,7.4174,0,0,0,0
9.1674,0,0,0,0,7.4193,0,0,0,0
9.1698,0,0,0,0,7.4212,0,0,0,0
9.1722,0,0,0,0,7.4232,0,0,0,0
9.1746,0,0,0,0,7.4251,0,0,0,0
9.177,0,0,0,0,7.427,0,0,0,0
9.1794,0,0,0,0,7.429,0,0,0,0
9.1818,0,0,0,0,7.4309,0,0,0,0
9.1842,0,0,0,0,7.4328,0,0,0,0
9.1865,0,0,0,0,7.4347,0,0,0,0
9.1889,0,0,0,0,7.4367,0,0,0,0
9.1913,0,0,0,0,7.4386,0,0,0,0
9.1937,0,0,0,0,7.4405,0,0,0,0
9.1961,0,0,0,0,7.4425,0,0,0,0
9.1985,0,0,0,0,7.4444,0,0,0,0
9.2009,0,0,0,0,7.4463,0,0,0,0
9.2033,0,0,0,0,7.4483,0,0,0,0
9.2056,0,0,0,0,7.4502,0,0,0,0
9.208,0,0,0,0,7.4521,0,0,0,0
9.2104,0,0,0,0,7.4541,0,0,0,0
9.2128,0,0,0,0,7.456,0,0,0,0
9.2152,0,0,0,0,7.4579,0,0,0,0
9.2176,0,0,0,0,7.4599,0,0,0,0
9.22,0,0,0,0,7.4618,0,0,0,0
9.2224,0,0,0,0,7.4637,0,0,0,0
9.2247,0,0,0,0,7.4657,0,0,0,0
9.2271,0,0,0,0,7.4676,0,0,0,0
9.2295,0,0,0,0,7.4695,0,0,0,0
9.2319,0,0,0,0,7.4715,0,0,0,0
9.2343,0,0,0,0,7.4734,0,0,0,0
9.2367,0,0,0,0,7.4753,0,0,0,0
9.2391,0,0,0,0,7.4773,0,0,0,0
9.2415,0,0,0,0,7.4792,0,0,0,0
9.2438,0,0,0,0,7.4811,0,0,0,0
9.2462,0,0,0,0,7.4831,0,0,0,0
9.2486,0,0,0,0,7.485,0,0,0,0
9.251,0,0,0,0,7.4869,0,0,0,0
9.2534,0,0,0,0,7.4888,0,0,0,0
9.2558,0,0,0,0,7.4908,0,0,0,0
9.2582,0,0,0,0,7.4927,0,0,0,0
9.2605,0,0,0,0,7.4946,0,0,0,0
9.2629,0,0,0,0,7.4966,0,0,0,0
9.2653,0,0,0,0,7.4985,0,0,0,0
9.2677,0,0,0,0,7.5004,0,0,0,0
9.2701,0,0,0,0,7.5024,0,0,0,0
9.2725,0,0,0,0,7.5043,0,0,0,0
9.2749,0,0,0,0,7.5062,0,0,0,0
9.2773,0,0,0,0,7.5082,0,0,0,0
9.2796,0,0,0,0,7.5101,0,0,0,0
9.282,0,0,0,0,7.512,0,0,0,0
9.2844,0,0,0,0,7.514,0,0,0,0
9.2868,0,0,0,0,7.5159,0,0,0,0
9.2892,0,0,0,0,7.5178,0,0,0,0
9.2916,0,0,0,0,7.5198,0,0,0,0
9.294,0,0,0,0,7.5217,0,0,0,0
9.2964,0,0,0,0,7.5236,0,0,0,0
9.2987,0,0,0,0,7.5256,0,0,0,0
9.3011,0,0,0,0,7.5275,0,0,0,0
9.3035,0,0,0,0,7.5294,0,0,0,0
9.3059,0,0,0,0,7.5314,0,0,0,0
9.3083,0,0,0,0,7.5333,0,0,0,0
9.3107,0,0,0,0,7.5352,0,0,0,0
9.3131,0,0,0,0,7.5372,0,0,0,0
9.3155,0,0,0,0,7.5391,0,0,0,0
9.3178,0,0,0,0,7.541,0,0,0,0
9.3202,0,0,0,0,7.5429,0,0,0,0
9.3226,0,0,0,0,7.5449,0,0,0,0
9.325,0,0,0,0,7.5468,0,0,0,0
9.3274,0,0,0,0,7.5487,0,0,0,0
9.3298,0,0,0,0,7.5507,0,0,0,0
9.3322,0,0,0,0,7.5526,0,0,0,0
9.3346,0,0,0,0,7.5545,0,0,0,0
9.3369,0,0,0,0,7.5565,0,0,0,0
9.3393,0,0,0,0,7.5584,0,0,0,0
9.3417,0,0,0,0,7.5603,0,0,0,0
9.3441,0,0,0,0,7.5623,0,0,0,0
9.3465,0,0,0,0,7.5642,0,0,0,0
9.3489,0,0,0,0,7.5661,0,0,0,0
9.3513,0,0,0,0,7.5681,0,0,0,0
9.3537,0,0,0,0,7.57,0,0,0,0
9.356,0,0,0,0,7.5719,0,0,0,0
9.3584,0,0,0,0,7.5739,0,0,0,0
9.3608,0,0,0,0,7.5758,0,0,0,0
9.3632,0,0,0,0,7.5777,0,0,0,0
9.3656,0,0,0,0,7.5797,0,0,0,0
9.368,0,0,0,0,7.5816,0,0,0,0
9.3704,0,0,0,0,7.5835,0,0,0,0
9.3728,0,0,0,0,7.5855,0,0,0,0
9.3751,0,0,0,0,7.5874,0,0,0,0
9.3775,0,0,0,0,7.5893,0,0,0,0
9.3799,0,0,0,0,7.5912,0,0,0,0
9.3823,0,0,0,0,7.5932,0,0,0,0
9.3847,0,0,0,0,7.5951,0,0,0,0
9.3871,0,0,0,0,7.597,0,0,0,0
9.3895,0,0,0,0,7.599,0,0,0,0
9.3919,0,0,0,0,7.6009,0,0,0,0
9.3942,0,0,0,0,7.6028,0,0,0,0
9.3966,0,0,0,0,7.6048,0,0,0,0
9.399,0,0,0,0,7.6067,0,0,0,0
9.4014,0,0,0,0,7.6086,0,0,0,0
9.4038,0,0,0,0,7.6106,0,0,0,0
9.4062,0,0,0,0,7.6125,0,0,0,0
9.4086,0,0,0,0,7.6144,0,0,0,0
9.411,0,0,0,0,7.6164,0,0,0,0
9.4133,0,0,0,0,7.6183,0,0,0,0
9.4157,0,0,0,0,7.6202,0,0,0,0
9.4181,0,0,0,0,7.6222,0,0,0,0
9.4205,0,0,0,0,7.6241,0,0,0,0
9.4229,0,0,0,0,7.626,0,0,0,0
9.4253,0,0,0,0,7.628,0,0,0,0
9.4277,0,0,0,0,7.6299,0,0,0,0
9.4301,0,0,0,0,7.6318,0,0,0,0
9.4324,0,0,0,0,7.6338,0,0,0,0
9.4348,0,0,0,0,7.6357,0,0,0,0
9.4372,0,0,0,0,7.6376,0,0,0,0
9.4396,0,0,0,0,7.6396,0,0,0,0
9.442,0,0,0,0,7.6415,0,0,0,0
9.4444,0,0,0,0,7.6434,0,0,0,0
9.4468,0,0,0,0,7.6453,0,0,0,0
9.4492,0,0,0,0,7.6473,0,0,0,0
9.4515,0,0,0,0,7.6492,0,0,0,0
9.4539,0,0,0,0,7.6511,0,0,0,0
9.4563,0,0,0,0,7.6531,0,0,0,0
9.4587,0,0,0,0,7.655,0,0,0,0
9.4611,0,0,0,0,7.6569,0,0,0,0
9.4635,0,0,0,0,7.6589,0,0,0,0
9.4659,0,0,0,0,7.6608,0,0,0,0
9.4682,0,0,0,0,7.6627,0,0,0,0
9.4706,0,0,0,0,7.6647,0,0,0,0
9.473,0,0,0,0,7.6666,0,0,0,0
9.4754,0,0,0,0,7.6685,0,0,0,0
9.4778,0,0,0,0,7.6705,0,0,0,0
9.4802,0,0,0,0,7.6724,0,0,0,0
9.4826,0,0,0,0,7.6743,0,0,0,0
9.485,0,0,0,0,7.6763,0,0,0,0
9.4873,0,0,0,0,7.6782,0,0,0,0
9.4897,0,0,0,0,7.6801,0,0,0,0
9.4921,0,0,0,0,7.6821,0,0,0,0
9.4945,0,0,0,0,7.684,0,0,0,0
9.4969,0,0,0,0,7.6859,0,0,0,0
9.4993,0,0,0,0,7.6879,0,0,0,0
9.5017,0,0,0,0,7.6898,0,0,0,0
9.5041,0,0,0,0,7.6917,0,0,0,0
9.5064,0,0,0,0,7.6937,0,0,0,0
9.5088,0,0,0,0,7.6956,0,0,0,0
9.5112,0,0,0,0,7.6975,0,0,0,0
9.5136,0,0,0,0,7.6994,0,0,0,0
9.516,0,0,0,0,7.7014,0,0,0,0
9.5184,0,0,0,0,7.7033,0,0,0,0
9.5208,0,0,0,0,7.7052,0,0,0,0
9.5232,0,0,0,0,7.7072,0,0,0,0
9.5255,0,0,0,0,7.7091,0,0,0,0
9.5279,0,0,0,0,7.711,0,0,0,0
9.5303,0,0,0,0,7.713,0,0,0,0
9.5327,0,0,0,0,7.7149,0,0,0,0
9.5351,0,0,0,0,7.7168,0,0,0,0
9.5375,0,0,0,0,7.7188,0,0,0,0
9.5399,0,0,0,0,7.7207,0,0,0,0
9.5423,0,0,0,0,7.7226,0,0,0,0
9.5446,0,0,0,0,7.7246,0,0,0,0
9.547,0,0,0,0,7.7265,0,0,0,0
9.5494,0,0,0,0,7.7284,0,0,0,0
9.5518,0,0,0,0,7.7304,0,0,0,0
9.5542,0,0,0,0,7.7323,0,0,0,0
9.5566,0,0,0,0,7.7342,0,0,0,0
9.559,0,0,0,0,7.7362,0,0,0,0
9.5614,0,0,0,0,7.7381,0,0,0,0
9.5637,0,0,0,0,7.74,0,0,0,0
9.5661,0,0,0,0,7.742,0,0,0,0
9.5685,0,0,0,0,7.7439,0,0,0,0
9.5709,0,0,0,0,7.7458,0,0,0,0
9.5733,0,0,0,0,7.7478,0,0,0,0
9.5757,0,0,0,0,7.7497,0,0,0,0
9.5781,0,0,0,0,7.7516,0,0,0,0
9.5805,0,0,0,0,7.7535,0,0,0,0
9.5828,0,0,0,0,7.7555,0,0,0,0
9.5852,0,0,0,0,7.7574,0,0,0,0
9.5876,0,0,0,0,7.7593,0,0,0,0
9.59,0,0,0,0,7.7613,0,0,0,0
9.5924,0,0,0,0,7.7632,0,0,0,0
9.5948,0,0,0,0,7.7651,0,0,0,0
9.5972,0,0,0,0,7.7671,0,0,0,0
9.5996,0,0,0,0,7.769,0,0,0,0
9.6019,0,0,0,0,7.7709,0,0,0,0
9.6043,0,0,0,0,7.7729,0,0,0,0
9.6067,0,0,0,0,7.7748,0,0,0,0
9.6091,0,0,0,0,7.7767,0,0,0,0
9.6115,0,0,0,0,7.7787,0,0,0,0
9.6139,0,0,0,0,7.7806,0,0,0,0
9.6163,0,0,0,0,7.7825,0,0,0,0
9.6187,0,0,0,0,7.7845,0,0,0,0
9.621,0,0,0,0,7.7864,0,0,0,0
9.6234,0,0,0,0,7.7883,0,0,0,0
9.6258,0,0,0,0,7.7903,0,0,0,0
